sample	PI	Race	feature	cutoff	genetic_load	n_del	feature_bp	genetic_load_per_kb	n_del_per_kb
PI656044_PI656044	PI656044	Bicolor	exon	5%	10545.00771	1485	62571474	0.168527398123944	0.0237328594816226
PI656046_PI656046	PI656046	Guinea	exon	5%	11928.39391	1678	62571474	0.190636293944426	0.0268173321280557
PI656047_PI656047	PI656047	Guinea	exon	5%	12440.13212	1746	62571474	0.19881475255002	0.0279040893299077
PI656048_PI656048	PI656048	Bicolor	exon	5%	9559.22082	1347	62571474	0.152772824562196	0.0215273816308051
PI656049_PI656049	PI656049	Durra	exon	5%	12189.49636	1702	62571474	0.194809161120289	0.0272008934934152
PI656050_PI656050	PI656050	Milo/Durra-Bicolor	exon	5%	10377.2391	1451	62571474	0.165846166577441	0.0231894808806965
PI656051_PI656051	PI656051	Bicolor	exon	5%	10978.22324	1548	62571474	0.175450928964851	0.0247397080656914
PI656052_PI656052	PI656052	Durra	exon	5%	11186.86189	1579	62571474	0.178785334192383	0.0252351414959475
PI656053_PI656053	PI656053	Bicolor	exon	5%	9833.69046	1391	62571474	0.157159322473369	0.0222305774672976
PI656054_PI656054	PI656054	Caudatum	exon	5%	11588.53298	1632	62571474	0.185204730513461	0.0260821728444499
PI656055_PI656055	PI656055	Bicolor	exon	5%	10438.06761	1468	62571474	0.166818311008624	0.0234611701811596
PI656056_PI656056	PI656056	Bicolor	exon	5%	10826.94068	1518	62571474	0.173033172911989	0.024260256358992
PI656057_PI656057	PI656057	Milo/Durra-Bicolor	exon	5%	11539.19337	1627	62571474	0.184416198506048	0.0260022642266666
PI656058_PI656058	PI656058	Durra	exon	5%	11119.70563	1569	62571474	0.177712061409965	0.025075324260381
PI656059_PI656059	PI656059	Bicolor	exon	5%	10156.77484	1427	62571474	0.16232276772	0.022805919515337
PI656060_PI656060	PI656060	Durra	exon	5%	11705.40784	1633	62571474	0.187072592216702	0.0260981545680065
PI656061_PI656061	PI656061	Durra	exon	5%	11238.36039	1568	62571474	0.179608368982965	0.0250593425368244
PI656062_PI656062	PI656062	Bicolor	exon	5%	10745.97546	1499	62571474	0.171739209148245	0.0239566036114156
PI656063_PI656063	PI656063	Durra	exon	5%	10773.96563	1522	62571474	0.172186540307489	0.0243241832532186
PI656064_PI656064	PI656064	Guinea	exon	5%	12628.5426	1774	62571474	0.201825876756555	0.0283515775894939
PI656065_PI656065	PI656065	Kafir	exon	5%	11037.19336	1552	62571474	0.176393373120793	0.024803634959918
PI656066_PI656066	PI656066	Guinea	exon	5%	10373.10692	1463	62571474	0.165780127218994	0.0233812615633763
PI656067_PI656067	PI656067	Guinea	exon	5%	11828.69464	1661	62571474	0.189042927772486	0.0265456428275927
PI656068_PI656068	PI656068	Bicolor	exon	5%	10039.1484	1412	62571474	0.160442894472967	0.0225661936619873
PI656069_PI656069	PI656069	Milo/Durra-Bicolor	exon	5%	10784.40704	1532	62571474	0.172353412035651	0.024484000488785
PI656070_PI656070	PI656070	Milo/Durra-Bicolor	exon	5%	10852.91964	1536	62571474	0.173448361468998	0.0245479273830116
PI656071_PI656071	PI656071	Milo/Durra-Bicolor	exon	5%	10741.302	1510	62571474	0.171664519202472	0.0241324025705388
PI656072_PI656072	PI656072	Guinea	exon	5%	11570.07937	1639	62571474	0.184909810019818	0.0261940449093464
PI656073_PI656073	PI656073	Kafir	exon	5%	11216.18849	1570	62571474	0.179254023806439	0.0250913059839377
PI656074_PI656074	PI656074	Kafir	exon	5%	10749.33644	1519	62571474	0.171792923401485	0.0242762380825486
PI656075_PI656075	PI656075	Milo/Durra-Bicolor	exon	5%	11354.39083	1609	62571474	0.181462735399201	0.0257145932026469
PI656076_PI656076	PI656076	Bicolor	exon	5%	10402.88476	1465	62571474	0.166256028425989	0.0234132250104896
PI656077_PI656077	PI656077	Guinea	exon	5%	10995.81055	1557	62571474	0.175732004491376	0.0248835435777012
PI656078_PI656078	PI656078	Caudatum	exon	5%	9667.3887	1378	62571474	0.154501533718065	0.0220228150610612
PI656079_PI656079	PI656079	Caudatum	exon	5%	11069.62491	1567	62571474	0.176911685187407	0.0250433608132677
PI656080_PI656080	PI656080	Durra	exon	5%	10508.13688	1480	62571474	0.16793813871158	0.0236529508638393
PI656081_PI656081	PI656081	Caudatum	exon	5%	9542.56804	1358	62571474	0.152506684435786	0.0217031805899282
PI656082_PI656082	PI656082	Guinea	exon	5%	11653.85072	1649	62571474	0.186248620577486	0.0263538621449129
PI656083_PI656083	PI656083	Caudatum	exon	5%	13012.56117	1834	62571474	0.207963155382915	0.0293104810028928
PI656085_PI656085	PI656085	Milo/Durra-Bicolor	exon	5%	10194.9681	1443	62571474	0.162933161843047	0.0230616270922433
PI656086_PI656086	PI656086	Guinea	exon	5%	10328.6258	1457	62571474	0.165069242255664	0.0232853712220364
PI656087_PI656087	PI656087	Milo/Durra-Bicolor	exon	5%	10353.99967	1464	62571474	0.165474760431567	0.023397243286933
PI656088_PI656088	PI656088	Guinea	exon	5%	11486.62638	1609	62571474	0.183576087403663	0.0257145932026469
PI656089_PI656089	PI656089	Guinea	exon	5%	11983.12837	1673	62571474	0.191511044953168	0.0267374235102724
PI656090_PI656090	PI656090	Milo/Durra-Bicolor	exon	5%	10629.73158	1505	62571474	0.169881431592933	0.0240524939527555
PI656091_PI656091	PI656091	Guinea	exon	5%	11116.14715	1555	62571474	0.177655190766323	0.0248515801305879
PI656092_PI656092	PI656092	Guinea	exon	5%	11248.30204	1583	62571474	0.179767253684962	0.0252990683901741
PI656093_PI656093	PI656093	Caudatum	exon	5%	12116.88506	1719	62571474	0.193648707396601	0.0274725827938782
PI656094_PI656094	PI656094	Caudatum	exon	5%	11889.66602	1684	62571474	0.190017355512514	0.0269132224693956
PI656095_PI656095	PI656095	Caudatum	exon	5%	11683.5345	1656	62571474	0.186723018543562	0.0264657342098094
PI656096_PI656096	PI656096	Caudatum	exon	5%	12390.09635	1755	62571474	0.198015094705936	0.0280479248419176
PI656097_PI656097	PI656097	Guinea	exon	5%	12389.09861	1739	62571474	0.197999149101074	0.0277922172650112
PI656098_PI656098	PI656098	Milo/Durra-Bicolor	exon	5%	10337.6639	1445	62571474	0.165213686671342	0.0230935905393566
PI656099_PI656099	PI656099	Guinea	exon	5%	12614.31936	1774	62571474	0.201598564866795	0.0283515775894939
PI656100_PI656100	PI656100	Guinea	exon	5%	12664.56317	1767	62571474	0.202401547548648	0.0282397055245974
PI656101_PI656101	PI656101	Kafir	exon	5%	11101.16854	1557	62571474	0.17741580676204	0.0248835435777012
PI656102_PI656102	PI656102	Milo/Durra-Bicolor	exon	5%	10706.53677	1520	62571474	0.171108910907229	0.0242922198061053
PI656103_PI656103	PI656103	Guinea	exon	5%	11577.12867	1631	62571474	0.185022469983686	0.0260661911208932
PI656104_PI656104	PI656104	Caudatum	exon	5%	12758.28794	1798	62571474	0.203899430913199	0.0287351389548535
PI656105_PI656105	PI656105	Milo/Durra-Bicolor	exon	5%	10247.21953	1440	62571474	0.163768229752746	0.0230136819215734
PI656106_PI656106	PI656106	Milo/Durra-Bicolor	exon	5%	10517.00884	1483	62571474	0.168079927923705	0.0237008960345093
PI656107_PI656107	PI656107	Kafir	exon	5%	11162.88	1564	62571474	0.178402062256037	0.0249954156425978
PI656108_PI656108	PI656108	Guinea	exon	5%	12375.96242	1742	62571474	0.197789210143907	0.0278401624356812
PI656109_PI656109	PI656109	Kafir	exon	5%	11724.81466	1648	62571474	0.187382746649056	0.0263378804213562
PI656110_PI656110	PI656110	Guinea	exon	5%	10554.05166	1490	62571474	0.168671936032704	0.0238127680994058
PI656111_PI656111	PI656111	Milo/Durra-Bicolor	exon	5%	10847.2679	1524	62571474	0.173358036922704	0.0243561467003318
PI656112_PI656112	PI656112	Durra	exon	5%	11352.70885	1599	62571474	0.181435854459813	0.0255547759670805
PI656113_PI656113	PI656113	Guinea	exon	5%	11685.8497	1628	62571474	0.18676001942994	0.0260182459502233
PI656114_PI656114	PI656114	Guinea	exon	5%	11146.44224	1577	62571474	0.178139358519826	0.0252031780488342
PI656115_PI656115	PI656115	Kafir	exon	5%	11846.25828	1648	62571474	0.189323625011615	0.0263378804213562
PI656116_PI656116	PI656116	Milo/Durra-Bicolor	exon	5%	11531.15751	1639	62571474	0.184287771612988	0.0261940449093464
PI656118_PI656118	PI656118	Milo/Durra-Bicolor	exon	5%	10507.05104	1481	62571474	0.167920785116873	0.023668932587396
PI656119_PI656119	PI656119	Caudatum	exon	5%	11739.30442	1668	62571474	0.187614317987778	0.0266575148924892
PI656120_PI656120	PI656120	Milo/Durra-Bicolor	exon	5%	10767.34913	1520	62571474	0.172080797233576	0.0242922198061053
PI656121_PI656121	PI656121	Milo/Durra-Bicolor	exon	5%	10558.40814	1487	62571474	0.168741560091744	0.0237648229287359
PI659691_PI659691	PI659691	Bicolor	exon	5%	10523.85416	1479	62571474	0.168189327935602	0.0236369691402827
PI659694_PI659694	PI659694	Milo/Durra-Bicolor	exon	5%	11691.63349	1650	62571474	0.18685245436283	0.0263698438684695
PI659695_PI659695	PI659695	Guinea	exon	5%	11763.85536	1655	62571474	0.188006684323914	0.0264497524862528
PI659696_PI659696	PI659696	Milo/Durra-Bicolor	exon	5%	11207.17289	1576	62571474	0.179109938979542	0.0251871963252776
PI659753_PI659753	PI659753	Guinea	exon	5%	12102.93411	1698	62571474	0.193425747170348	0.0271369665991886
PI152651_PI152651	PI152651	Kafir	intergenic	5%	335909.52744	49535	514305572	0.65313219558119	0.0963143366449858
PI17548_PI17548	PI17548	Durra	intergenic	5%	333560.53329	49357	514305572	0.648564883310267	0.0959682388974779
PI24969_PI24969	PI24969	Guinea	intergenic	5%	447447.58935	66224	514305572	0.870003386527572	0.12876391702791
PI276837_PI276837	PI276837	Bicolor	intergenic	5%	412472.63209	60858	514305572	0.801999150983338	0.118330430999103
PI329435_PI329435	PI329435	Bicolor	intergenic	5%	282039.19452	41599	514305572	0.548388370406378	0.0808838213403607
PI329440_PI329440	PI329440	Durra	intergenic	5%	376049.08802	55266	514305572	0.731178327618819	0.107457517493122
PI34911_PI34911	PI34911	Milo/Durra-Bicolor	intergenic	5%	349290.61647	51245	514305572	0.679149975201902	0.099639208264304
PI35038_PI35038	PI35038	Durra	intergenic	5%	299523.58761	44223	514305572	0.582384488749035	0.0859858465620513
PI48770_PI48770	PI48770	Durra	intergenic	5%	300102.38034	44351	514305572	0.583509875603681	0.0862347258411581
PI533750_PI533750	PI533750	Guinea	intergenic	5%	329384.67902	49001	514305572	0.640445480182354	0.0952760434024619
PI533752_PI533752	PI533752	Milo/Durra-Bicolor	intergenic	5%	329400.84909	48546	514305572	0.64047692077114	0.0943913553400117
PI533754_PI533754	PI533754	Guinea	intergenic	5%	302091.24224	44944	514305572	0.587376957759268	0.0873877368763953
PI533755_PI533755	PI533755	Kafir	intergenic	5%	349826.63931	51652	514305572	0.680192201592558	0.100430566597089
PI533757_PI533757	PI533757	Milo/Durra-Bicolor	intergenic	5%	265869.16052	39195	514305572	0.516947851616898	0.076209557379635
PI533758_PI533758	PI533758	Milo/Durra-Bicolor	intergenic	5%	254068.64446	37447	514305572	0.494003289662979	0.072810799724332
PI533759_PI533759	PI533759	Milo/Durra-Bicolor	intergenic	5%	280891.54702	41418	514305572	0.54615691976209	0.0805318904847486
PI533760_PI533760	PI533760	Milo/Durra-Bicolor	intergenic	5%	310135.68413	45637	514305572	0.603018324153019	0.0887351848484348
PI533761_PI533761	PI533761	Milo/Durra-Bicolor	intergenic	5%	262140.2708	38683	514305572	0.509697512668597	0.0752140402632076
PI533762_PI533762	PI533762	Milo/Durra-Bicolor	intergenic	5%	307690.11343	45583	514305572	0.598263231396606	0.0886301889025616
PI533766_PI533766	PI533766	Caudatum	intergenic	5%	277132.06514	41310	514305572	0.538847098354983	0.0803218985930022
PI533769_PI533769	PI533769	Milo/Durra-Bicolor	intergenic	5%	225537.30249	33310	514305572	0.438527822307941	0.0647669436488236
PI533776_PI533776	PI533776	Caudatum	intergenic	5%	308269.91035	45905	514305572	0.599390570767528	0.0892562758390648
PI533785_PI533785	PI533785	Caudatum	intergenic	5%	288646.20606	43029	514305572	0.561234841258924	0.0836642695366326
PI533788_PI533788	PI533788	Guinea	intergenic	5%	379265.05287	55928	514305572	0.737431351161795	0.108744690014753
PI533789_PI533789	PI533789	Milo/Durra-Bicolor	intergenic	5%	280099.18162	41515	514305572	0.54461626875005	0.0807204943134468
PI533792_PI533792	PI533792	Caudatum	intergenic	5%	367107.25887	54570	514305572	0.71379210892547	0.106104236412978
PI533794_PI533794	PI533794	Bicolor	intergenic	5%	320042.94301	47356	514305572	0.622281694840359	0.0920775557920652
PI533799_PI533799	PI533799	Bicolor	intergenic	5%	319820.05496	47319	514305572	0.62184831814344	0.0920056141254484
PI533800_PI533800	PI533800	Bicolor	intergenic	5%	315144.37657	46265	514305572	0.6127570723072	0.0899562488115528
PI533807_PI533807	PI533807	Milo/Durra-Bicolor	intergenic	5%	262909.04406	39007	514305572	0.511192291846296	0.0758440159384468
PI533810_PI533810	PI533810	Guinea	intergenic	5%	349187.69206	51603	514305572	0.678949852131876	0.100335292498056
PI533814_PI533814	PI533814	Guinea	intergenic	5%	347815.54145	51641	514305572	0.676281884517479	0.100409178534041
PI533821_PI533821	PI533821	Milo/Durra-Bicolor	intergenic	5%	233995.47381	34531	514305572	0.454973631532034	0.0671410186471789
PI533822_PI533822	PI533822	Milo/Durra-Bicolor	intergenic	5%	301587.0372	44409	514305572	0.586396596924289	0.0863474992645034
PI533824_PI533824	PI533824	Guinea	intergenic	5%	272602.65099	40399	514305572	0.530040244226637	0.0785505780987339
PI533830_PI533830	PI533830	Guinea	intergenic	5%	337894.264	49868	514305572	0.656991256552049	0.0969618116445373
PI533831_PI533831	PI533831	Milo/Durra-Bicolor	intergenic	5%	289506.23352	42647	514305572	0.562907052307806	0.0829215204380481
PI533833_PI533833	PI533833	Milo/Durra-Bicolor	intergenic	5%	220935.28521	32633	514305572	0.4295798008776	0.0634506055866725
PI533838_PI533838	PI533838	Milo/Durra-Bicolor	intergenic	5%	280192.37275	41524	514305572	0.544797466728593	0.080737993637759
PI533839_PI533839	PI533839	Caudatum	intergenic	5%	116151.14673	17339	514305572	0.225840731762478	0.0337134204721391
PI533841_PI533841	PI533841	Caudatum	intergenic	5%	337571.02382	50054	514305572	0.656362758247543	0.0973234643469894
PI533842_PI533842	PI533842	Guinea	intergenic	5%	301085.60459	44519	514305572	0.585421626717278	0.0865613798949859
PI533843_PI533843	PI533843	Guinea	intergenic	5%	298671.34132	44094	514305572	0.580727407168748	0.0857350229135764
PI533845_PI533845	PI533845	Caudatum	intergenic	5%	333053.87852	49062	514305572	0.647579759295316	0.0953946499339113
PI533852_PI533852	PI533852	Guinea	intergenic	5%	299007.47776	44233	514305572	0.58138098056616	0.0860052902557315
PI533855_PI533855	PI533855	Caudatum	intergenic	5%	278649.4301	41101	514305572	0.541797416303318	0.0799155253950856
PI533856_PI533856	PI533856	Guinea	intergenic	5%	369636.07603	54474	514305572	0.718709063548703	0.105917576953648
PI533863_PI533863	PI533863	Milo/Durra-Bicolor	intergenic	5%	292065.63994	43312	514305572	0.567883483751174	0.0842145260677829
PI533866_PI533866	PI533866	Caudatum	intergenic	5%	319833.71443	47339	514305572	0.621874877198492	0.0920445015128088
PI533869_PI533869	PI533869	Durra	intergenic	5%	279231.46693	41210	514305572	0.542929110886631	0.0801274616562
PI533871_PI533871	PI533871	Caudatum	intergenic	5%	275603.97401	40867	514305572	0.535875924770265	0.0794605429629683
PI533876_PI533876	PI533876	Milo/Durra-Bicolor	intergenic	5%	281763.91149	41682	514305572	0.54785311851531	0.0810452039979065
PI533877_PI533877	PI533877	Caudatum	intergenic	5%	289208.88439	42891	514305572	0.562328895767826	0.0833959465638455
PI533878_PI533878	PI533878	Caudatum	intergenic	5%	294059.46604	43779	514305572	0.571760218145177	0.0851225465626493
PI533882_PI533882	PI533882	Caudatum	intergenic	5%	268804.82873	39546	514305572	0.522655874959099	0.0768920310278108
PI533901_PI533901	PI533901	Milo/Durra-Bicolor	intergenic	5%	306780.64354	45043	514305572	0.596494886001352	0.0875802294438295
PI533902_PI533902	PI533902	Durra	intergenic	5%	319805.64771	47108	514305572	0.621820305127863	0.0915953521887957
PI533903_PI533903	PI533903	Caudatum	intergenic	5%	219797.29069	32482	514305572	0.427367119191934	0.0631570058121011
PI533910_PI533910	PI533910	Milo/Durra-Bicolor	intergenic	5%	265335.02314	39103	514305572	0.515909291256911	0.0760306753977769
PI533911_PI533911	PI533911	Milo/Durra-Bicolor	intergenic	5%	378492.08422	56137	514305572	0.735928414596294	0.109151063212669
PI533912_PI533912	PI533912	Milo/Durra-Bicolor	intergenic	5%	241551.98458	35666	514305572	0.469666279602353	0.0693478778798842
PI533913_PI533913	PI533913	Milo/Durra-Bicolor	intergenic	5%	270055.69836	39848	514305572	0.525088027551061	0.0774792305769536
PI533915_PI533915	PI533915	Kafir	intergenic	5%	325663.87472	47795	514305572	0.633210862277028	0.092931133944627
PI533919_PI533919	PI533919	Guinea	intergenic	5%	279728.12787	41429	514305572	0.54389480320466	0.0805532785477969
PI533921_PI533921	PI533921	Guinea	intergenic	5%	438264.72124	64772	514305572	0.852148499063899	0.125940692705542
PI533924_PI533924	PI533924	Caudatum	intergenic	5%	293267.27988	43232	514305572	0.570219915641902	0.0840589765183411
PI533927_PI533927	PI533927	Caudatum	intergenic	5%	301755.03076	44588	514305572	0.586723238456378	0.0866955413813794
PI533936_PI533936	PI533936	Durra	intergenic	5%	296908.63212	43810	514305572	0.577300049395537	0.085182822013058
PI533937_PI533937	PI533937	Durra	intergenic	5%	302134.80787	44581	514305572	0.587461665435738	0.0866819307958033
PI533938_PI533938	PI533938	Durra	intergenic	5%	289845.9475	43028	514305572	0.563567581764407	0.0836623251672646
PI533939_PI533939	PI533939	Milo/Durra-Bicolor	intergenic	5%	310928.83698	46050	514305572	0.604560506258719	0.0895382093974281
PI533940_PI533940	PI533940	Durra	intergenic	5%	319883.41403	47355	514305572	0.621971511578335	0.0920756114226972
PI533943_PI533943	PI533943	Guinea	intergenic	5%	351345.26722	51958	514305572	0.683144975182186	0.101025543623704
PI533948_PI533948	PI533948	Durra	intergenic	5%	310606.46589	45864	514305572	0.603933697786187	0.0891765566949759
PI533949_PI533949	PI533949	Milo/Durra-Bicolor	intergenic	5%	268562.54533	39594	514305572	0.522184786537759	0.0769853607574759
PI533954_PI533954	PI533954	Durra	intergenic	5%	355433.30888	52701	514305572	0.691093638161089	0.102470210064145
PI533955_PI533955	PI533955	Durra	intergenic	5%	309066.58448	45621	514305572	0.600939599542196	0.0887040749385465
PI533956_PI533956	PI533956	Durra	intergenic	5%	283576.62626	41929	514305572	0.551377705587059	0.081525463231808
PI533957_PI533957	PI533957	Caudatum	intergenic	5%	332427.28435	49237	514305572	0.646361428784987	0.0957349145733152
PI533961_PI533961	PI533961	Milo/Durra-Bicolor	intergenic	5%	319690.49663	46972	514305572	0.621596408895216	0.0913309179547446
PI533962_PI533962	PI533962	Milo/Durra-Bicolor	intergenic	5%	258729.32812	38167	514305572	0.503065380205525	0.074210745669308
PI533964_PI533964	PI533964	Milo/Durra-Bicolor	intergenic	5%	309640.32336	45561	514305572	0.602055159845711	0.0885874127764651
PI533965_PI533965	PI533965	Milo/Durra-Bicolor	intergenic	5%	344819.00754	50799	514305572	0.670455515772635	0.0987720195261661
PI533967_PI533967	PI533967	Milo/Durra-Bicolor	intergenic	5%	324810.93008	47667	514305572	0.631552422846393	0.0926822546655201
PI533970_PI533970	PI533970	Milo/Durra-Bicolor	intergenic	5%	327455.32315	48342	514305572	0.636694099728712	0.0939947039889352
PI533972_PI533972	PI533972	Milo/Durra-Bicolor	intergenic	5%	245696.55171	36226	514305572	0.477724848973637	0.0704367247259767
PI533976_PI533976	PI533976	Milo/Durra-Bicolor	intergenic	5%	296835.15921	43764	514305572	0.577157190919954	0.085093381022129
PI533979_PI533979	PI533979	Durra	intergenic	5%	365660.25955	53845	514305572	0.710978607772113	0.104694568621162
PI533980_PI533980	PI533980	Milo/Durra-Bicolor	intergenic	5%	293167.75126	43164	514305572	0.570026395241932	0.0839267594013156
PI533985_PI533985	PI533985	Milo/Durra-Bicolor	intergenic	5%	258369.53358	38050	514305572	0.502365806723167	0.0739832544532494
