sample	PI	Race	feature	cutoff	genetic_load	n_del
PI597951_PI597951	PI597951	Caudatum	intergenic	5%	369048.25016	54584
PI597951_PI597951	PI597951	Caudatum	intron	5%	5894.33794	859
PI597951_PI597951	PI597951	Caudatum	upstream_2kb	5%	8625.45705	1292
PI597952_PI597952	PI597952	Guinea	downstream_2kb	5%	5029.81127	749
PI597952_PI597952	PI597952	Guinea	exon	5%	11530.58393	1626
PI597952_PI597952	PI597952	Guinea	intergenic	5%	355643.97951	52487
PI597952_PI597952	PI597952	Guinea	intron	5%	5551.85619	810
PI597952_PI597952	PI597952	Guinea	upstream_2kb	5%	8676.61187	1291
PI597957_PI597957	PI597957	Guinea	downstream_2kb	5%	4725.27312	707
PI597957_PI597957	PI597957	Guinea	exon	5%	11555.83228	1633
PI597957_PI597957	PI597957	Guinea	intergenic	5%	310685.98163	46056
PI597957_PI597957	PI597957	Guinea	intron	5%	5439.92938	797
PI597957_PI597957	PI597957	Guinea	upstream_2kb	5%	8347.17761	1246
PI597958_PI597958	PI597958	Durra	downstream_2kb	5%	5171.04382	761
PI597958_PI597958	PI597958	Durra	exon	5%	12084.85064	1688
PI597958_PI597958	PI597958	Durra	intergenic	5%	333720.95645	49218
PI597958_PI597958	PI597958	Durra	intron	5%	5183.766	752
PI597958_PI597958	PI597958	Durra	upstream_2kb	5%	9128.78816	1370
PI597960_PI597960	PI597960	Caudatum	downstream_2kb	5%	4123.20412	622
PI597960_PI597960	PI597960	Caudatum	exon	5%	12496.72255	1758
PI597960_PI597960	PI597960	Caudatum	intergenic	5%	219329.84247	32469
PI597960_PI597960	PI597960	Caudatum	intron	5%	4554.58692	665
PI597960_PI597960	PI597960	Caudatum	upstream_2kb	5%	7025.83468	1049
PI597961_PI597961	PI597961	Milo/Durra-Bicolor	downstream_2kb	5%	4308.98903	641
PI597961_PI597961	PI597961	Milo/Durra-Bicolor	exon	5%	10319.18946	1461
PI597961_PI597961	PI597961	Milo/Durra-Bicolor	intergenic	5%	259309.47873	38233
PI597961_PI597961	PI597961	Milo/Durra-Bicolor	intron	5%	4993.51204	729
PI597961_PI597961	PI597961	Milo/Durra-Bicolor	upstream_2kb	5%	8213.99252	1231
PI597964_PI597964	PI597964	Bicolor	downstream_2kb	5%	4392.65599	653
PI597964_PI597964	PI597964	Bicolor	exon	5%	10333.43146	1460
PI597964_PI597964	PI597964	Bicolor	intergenic	5%	281877.09329	41566
PI597964_PI597964	PI597964	Bicolor	intron	5%	4783.61209	701
PI597964_PI597964	PI597964	Bicolor	upstream_2kb	5%	8183.89032	1224
PI597965_PI597965	PI597965	Milo/Durra-Bicolor	downstream_2kb	5%	4403.10116	653
PI597965_PI597965	PI597965	Milo/Durra-Bicolor	exon	5%	10905.71653	1539
PI597965_PI597965	PI597965	Milo/Durra-Bicolor	intergenic	5%	283019.51667	41660
PI597965_PI597965	PI597965	Milo/Durra-Bicolor	intron	5%	4981.86788	729
PI597965_PI597965	PI597965	Milo/Durra-Bicolor	upstream_2kb	5%	8183.34513	1214
PI597966_PI597966	PI597966	Milo/Durra-Bicolor	downstream_2kb	5%	4588.88921	675
PI597966_PI597966	PI597966	Milo/Durra-Bicolor	exon	5%	10544.48015	1492
PI597966_PI597966	PI597966	Milo/Durra-Bicolor	intergenic	5%	321083.43984	47181
PI597966_PI597966	PI597966	Milo/Durra-Bicolor	intron	5%	5221.99839	765
PI597966_PI597966	PI597966	Milo/Durra-Bicolor	upstream_2kb	5%	8199.71115	1224
PI597967_PI597967	PI597967	Bicolor	downstream_2kb	5%	4517.97719	668
PI597967_PI597967	PI597967	Bicolor	exon	5%	10598.20758	1485
PI597967_PI597967	PI597967	Bicolor	intergenic	5%	282223.55091	41591
PI597967_PI597967	PI597967	Bicolor	intron	5%	5014.54244	727
PI597967_PI597967	PI597967	Bicolor	upstream_2kb	5%	8082.70284	1216
PI597968_PI597968	PI597968	Milo/Durra-Bicolor	downstream_2kb	5%	4961.25254	733
PI597968_PI597968	PI597968	Milo/Durra-Bicolor	exon	5%	11086.6422	1562
PI597968_PI597968	PI597968	Milo/Durra-Bicolor	intergenic	5%	327792.14718	48150
PI597968_PI597968	PI597968	Milo/Durra-Bicolor	intron	5%	5588.96519	816
PI597968_PI597968	PI597968	Milo/Durra-Bicolor	upstream_2kb	5%	8679.49639	1302
PI597971_PI597971	PI597971	Milo/Durra-Bicolor	downstream_2kb	5%	4730.75228	694
PI597971_PI597971	PI597971	Milo/Durra-Bicolor	exon	5%	11054.41576	1560
PI597971_PI597971	PI597971	Milo/Durra-Bicolor	intergenic	5%	258308.86415	38114
PI597971_PI597971	PI597971	Milo/Durra-Bicolor	intron	5%	4693.91015	683
PI597971_PI597971	PI597971	Milo/Durra-Bicolor	upstream_2kb	5%	7487.69083	1121
PI597972_PI597972	PI597972	Guinea	downstream_2kb	5%	4616.3204	690
PI597972_PI597972	PI597972	Guinea	exon	5%	10935.59431	1543
PI597972_PI597972	PI597972	Guinea	intergenic	5%	264628.9693	39068
PI597972_PI597972	PI597972	Guinea	intron	5%	5161.34298	750
PI597972_PI597972	PI597972	Guinea	upstream_2kb	5%	8041.29563	1198
PI597973_PI597973	PI597973	Guinea	downstream_2kb	5%	4485.72331	667
PI597973_PI597973	PI597973	Guinea	exon	5%	10936.70413	1541
PI597973_PI597973	PI597973	Guinea	intergenic	5%	256286.34823	37864
PI597973_PI597973	PI597973	Guinea	intron	5%	4546.77559	666
PI597973_PI597973	PI597973	Guinea	upstream_2kb	5%	8139.34943	1218
PI597976_PI597976	PI597976	Caudatum	downstream_2kb	5%	4194.41327	624
PI597976_PI597976	PI597976	Caudatum	exon	5%	11351.98532	1601
PI597976_PI597976	PI597976	Caudatum	intergenic	5%	270228.77265	40287
PI597976_PI597976	PI597976	Caudatum	intron	5%	4775.07374	694
PI597976_PI597976	PI597976	Caudatum	upstream_2kb	5%	7436.45846	1113
PI597980_PI597980	PI597980	Milo/Durra-Bicolor	downstream_2kb	5%	4271.17256	636
PI597980_PI597980	PI597980	Milo/Durra-Bicolor	exon	5%	10953.67714	1550
PI597980_PI597980	PI597980	Milo/Durra-Bicolor	intergenic	5%	251417.07122	37043
PI597980_PI597980	PI597980	Milo/Durra-Bicolor	intron	5%	4443.61851	646
PI597980_PI597980	PI597980	Milo/Durra-Bicolor	upstream_2kb	5%	8215.46819	1228
PI597982_PI597982	PI597982	Milo/Durra-Bicolor	downstream_2kb	5%	4600.23396	687
PI597982_PI597982	PI597982	Milo/Durra-Bicolor	exon	5%	10406.02929	1478
PI597982_PI597982	PI597982	Milo/Durra-Bicolor	intergenic	5%	243626.59878	35919
PI597982_PI597982	PI597982	Milo/Durra-Bicolor	intron	5%	4669.51792	681
PI597982_PI597982	PI597982	Milo/Durra-Bicolor	upstream_2kb	5%	7975.54611	1189
PI598069_PI598069	PI598069	Guinea	downstream_2kb	5%	5057.58018	746
PI598069_PI598069	PI598069	Guinea	exon	5%	12122.42137	1714
PI598069_PI598069	PI598069	Guinea	intergenic	5%	349261.62257	51611
PI598069_PI598069	PI598069	Guinea	intron	5%	5537.49171	804
PI598069_PI598069	PI598069	Guinea	upstream_2kb	5%	8678.39537	1299
PI598070_PI598070	PI598070	Guinea	downstream_2kb	5%	4992.89537	735
PI598070_PI598070	PI598070	Guinea	exon	5%	12038.1286	1700
PI598070_PI598070	PI598070	Guinea	intergenic	5%	340607.60224	50341
PI598070_PI598070	PI598070	Guinea	intron	5%	5449.95513	794
PI598070_PI598070	PI598070	Guinea	upstream_2kb	5%	8557.35623	1283
PI601816_PI601816	PI601816	Bicolor	downstream_2kb	5%	4711.45491	701
PI601816_PI601816	PI601816	Bicolor	exon	5%	10919.65393	1529
PI601816_PI601816	PI601816	Bicolor	intergenic	5%	273852.88373	40363
PI601816_PI601816	PI601816	Bicolor	intron	5%	5060.62336	736
PI601816_PI601816	PI601816	Bicolor	upstream_2kb	5%	8203.72366	1231
PI607931_PI607931	PI607931	Milo/Durra-Bicolor	downstream_2kb	5%	4691.18456	696
PI607931_PI607931	PI607931	Milo/Durra-Bicolor	exon	5%	10478.34113	1479
PI607931_PI607931	PI607931	Milo/Durra-Bicolor	intergenic	5%	259999.83695	38341
PI607931_PI607931	PI607931	Milo/Durra-Bicolor	intron	5%	4917.28769	717
PI607931_PI607931	PI607931	Milo/Durra-Bicolor	upstream_2kb	5%	9091.82616	1356
PI609456_PI609456	PI609456	Caudatum	downstream_2kb	5%	2343.30608	349
PI609456_PI609456	PI609456	Caudatum	exon	5%	9751.33575	1399
PI609456_PI609456	PI609456	Caudatum	intergenic	5%	81764.5448	12128
PI609456_PI609456	PI609456	Caudatum	intron	5%	2899.97929	428
PI609456_PI609456	PI609456	Caudatum	upstream_2kb	5%	4832.29935	727
PI613536_PI613536	PI613536	Guinea	downstream_2kb	5%	4815.01339	713
PI613536_PI613536	PI613536	Guinea	exon	5%	11205.66644	1568
PI613536_PI613536	PI613536	Guinea	intergenic	5%	267585.76266	39618
PI613536_PI613536	PI613536	Guinea	intron	5%	4910.25549	720
PI613536_PI613536	PI613536	Guinea	upstream_2kb	5%	8255.3585	1234
PI629034_PI629034	PI629034	Milo/Durra-Bicolor	downstream_2kb	5%	4550.40425	679
PI629034_PI629034	PI629034	Milo/Durra-Bicolor	exon	5%	11506.00598	1612
PI629034_PI629034	PI629034	Milo/Durra-Bicolor	intergenic	5%	277042.82131	40785
PI629034_PI629034	PI629034	Milo/Durra-Bicolor	intron	5%	5061.62814	738
PI629034_PI629034	PI629034	Milo/Durra-Bicolor	upstream_2kb	5%	8556.92894	1286
PI629040_PI629040	PI629040	Guinea	downstream_2kb	5%	5215.73824	777
PI629040_PI629040	PI629040	Guinea	exon	5%	12072.37229	1694
PI629040_PI629040	PI629040	Guinea	intergenic	5%	458528.10489	67855
PI629040_PI629040	PI629040	Guinea	intron	5%	6579.05661	959
PI629040_PI629040	PI629040	Guinea	upstream_2kb	5%	8835.98051	1321
PI629059_PI629059	PI629059	Durra	downstream_2kb	5%	4493.77811	663
PI629059_PI629059	PI629059	Durra	exon	5%	10611.5023	1500
PI629059_PI629059	PI629059	Durra	intergenic	5%	270910.75941	39998
PI629059_PI629059	PI629059	Durra	intron	5%	5402.70829	785
PI629059_PI629059	PI629059	Durra	upstream_2kb	5%	8570.14612	1275
PI641824_PI641824	PI641824	Durra	downstream_2kb	5%	4729.39949	706
PI641824_PI641824	PI641824	Durra	exon	5%	11591.27163	1626
PI641824_PI641824	PI641824	Durra	intergenic	5%	366294.71823	54096
PI641824_PI641824	PI641824	Durra	intron	5%	6050.27465	884
PI641824_PI641824	PI641824	Durra	upstream_2kb	5%	9121.77593	1358
PI641836_PI641836	PI641836	Durra	downstream_2kb	5%	4955.20934	737
PI641836_PI641836	PI641836	Durra	exon	5%	11944.89902	1682
PI641836_PI641836	PI641836	Durra	intergenic	5%	302702.41822	44706
PI641836_PI641836	PI641836	Durra	intron	5%	5810.76188	847
PI641836_PI641836	PI641836	Durra	upstream_2kb	5%	9769.45338	1462
PI641849_PI641849	PI641849	Durra	downstream_2kb	5%	5369.73233	795
PI641849_PI641849	PI641849	Durra	exon	5%	13030.84563	1832
PI641849_PI641849	PI641849	Durra	intergenic	5%	419809.00796	61938
PI641849_PI641849	PI641849	Durra	intron	5%	6247.97345	910
PI641849_PI641849	PI641849	Durra	upstream_2kb	5%	9813.65143	1472
PI641874_PI641874	PI641874	Guinea	downstream_2kb	5%	6093.99672	899
PI641874_PI641874	PI641874	Guinea	exon	5%	13343.89982	1865
PI641874_PI641874	PI641874	Guinea	intergenic	5%	504474.37182	74553
PI641874_PI641874	PI641874	Guinea	intron	5%	6479.84285	945
PI641874_PI641874	PI641874	Guinea	upstream_2kb	5%	9875.15324	1470
PI642791_PI642791	PI642791	Bicolor	downstream_2kb	5%	4925.33241	722
PI642791_PI642791	PI642791	Bicolor	exon	5%	11782.9486	1654
PI642791_PI642791	PI642791	Bicolor	intergenic	5%	344156.27032	50964
PI642791_PI642791	PI642791	Bicolor	intron	5%	6327.97996	921
PI642791_PI642791	PI642791	Bicolor	upstream_2kb	5%	8891.37319	1328
PI642793_PI642793	PI642793	Durra	downstream_2kb	5%	5201.55216	764
PI642793_PI642793	PI642793	Durra	exon	5%	12078.95871	1692
PI642793_PI642793	PI642793	Durra	intergenic	5%	309054.14707	45772
PI642793_PI642793	PI642793	Durra	intron	5%	6246.94594	906
PI642793_PI642793	PI642793	Durra	upstream_2kb	5%	8719.85389	1301
PI642992_PI642992	PI642992	Milo/Durra-Bicolor	downstream_2kb	5%	4814.49944	713
PI642992_PI642992	PI642992	Milo/Durra-Bicolor	exon	5%	11353.82412	1604
PI642992_PI642992	PI642992	Milo/Durra-Bicolor	intergenic	5%	353363.51438	51864
PI642992_PI642992	PI642992	Milo/Durra-Bicolor	intron	5%	5623.50236	829
PI642992_PI642992	PI642992	Milo/Durra-Bicolor	upstream_2kb	5%	8718.30162	1304
PI642998_PI642998	PI642998	Guinea	downstream_2kb	5%	4042.79325	602
PI642998_PI642998	PI642998	Guinea	exon	5%	10253.03764	1462
PI642998_PI642998	PI642998	Guinea	intergenic	5%	287061.83789	42223
PI642998_PI642998	PI642998	Guinea	intron	5%	4634.23928	675
PI642998_PI642998	PI642998	Guinea	upstream_2kb	5%	7178.59079	1073
PI651492_PI651492	PI651492	Bicolor	downstream_2kb	5%	4336.70862	642
PI651492_PI651492	PI651492	Bicolor	exon	5%	11899.15139	1676
PI651492_PI651492	PI651492	Bicolor	intergenic	5%	357353.7309	52645
PI651492_PI651492	PI651492	Bicolor	intron	5%	5216.01549	756
PI651492_PI651492	PI651492	Bicolor	upstream_2kb	5%	8717.53438	1308
PI651496_PI651496	PI651496	Milo/Durra-Bicolor	downstream_2kb	5%	4303.67727	645
PI651496_PI651496	PI651496	Milo/Durra-Bicolor	exon	5%	11664.85817	1653
PI651496_PI651496	PI651496	Milo/Durra-Bicolor	intergenic	5%	269712.11383	39802
PI651496_PI651496	PI651496	Milo/Durra-Bicolor	intron	5%	5174.78115	758
PI651496_PI651496	PI651496	Milo/Durra-Bicolor	upstream_2kb	5%	8860.37426	1325
PI653616_PI653616	PI653616	Milo/Durra-Bicolor	downstream_2kb	5%	4841.1637	724
PI653616_PI653616	PI653616	Milo/Durra-Bicolor	exon	5%	11184.75235	1579
PI653616_PI653616	PI653616	Milo/Durra-Bicolor	intergenic	5%	304385.29894	45166
PI653616_PI653616	PI653616	Milo/Durra-Bicolor	intron	5%	5391.94935	788
PI653616_PI653616	PI653616	Milo/Durra-Bicolor	upstream_2kb	5%	8955.88019	1344
PI653617_PI653617	PI653617	Milo/Durra-Bicolor	downstream_2kb	5%	4904.21172	729
PI653617_PI653617	PI653617	Milo/Durra-Bicolor	exon	5%	11401.87654	1610
PI653617_PI653617	PI653617	Milo/Durra-Bicolor	intergenic	5%	273147.88142	40328
PI653617_PI653617	PI653617	Milo/Durra-Bicolor	intron	5%	5304.68959	777
PI653617_PI653617	PI653617	Milo/Durra-Bicolor	upstream_2kb	5%	8820.144	1324
PI655970_PI655970	PI655970	Durra	downstream_2kb	5%	4873.79312	722
PI655970_PI655970	PI655970	Durra	exon	5%	12228.75751	1703
PI655970_PI655970	PI655970	Durra	intergenic	5%	310731.32241	45889
PI655970_PI655970	PI655970	Durra	intron	5%	5838.21999	851
PI655970_PI655970	PI655970	Durra	upstream_2kb	5%	8966.66286	1339
PI655971_PI655971	PI655971	Guinea	downstream_2kb	5%	6218.84081	919
PI655971_PI655971	PI655971	Guinea	exon	5%	12843.26866	1799
PI655971_PI655971	PI655971	Guinea	intergenic	5%	456785.64039	67530
PI655971_PI655971	PI655971	Guinea	intron	5%	6422.98293	935
PI655971_PI655971	PI655971	Guinea	upstream_2kb	5%	9964.19907	1481
PI655972_PI655972	PI655972	Durra	downstream_2kb	5%	4714.12757	697
PI655972_PI655972	PI655972	Durra	exon	5%	12299.56751	1718
PI655972_PI655972	PI655972	Durra	intergenic	5%	305342.77563	45060
PI655972_PI655972	PI655972	Durra	intron	5%	5781.0958	841
PI655972_PI655972	PI655972	Durra	upstream_2kb	5%	9706.45679	1448
PI655973_PI655973	PI655973	Kafir	downstream_2kb	5%	5194.28211	764
PI655973_PI655973	PI655973	Kafir	exon	5%	11334.55196	1589
PI655973_PI655973	PI655973	Kafir	intergenic	5%	338725.34859	49929
PI655973_PI655973	PI655973	Kafir	intron	5%	5339.84498	780
PI655973_PI655973	PI655973	Kafir	upstream_2kb	5%	8632.15087	1289
PI655974_PI655974	PI655974	Durra	downstream_2kb	5%	4862.03385	720
PI655974_PI655974	PI655974	Durra	exon	5%	11920.67204	1662
PI655974_PI655974	PI655974	Durra	intergenic	5%	306467.72157	45275
PI655974_PI655974	PI655974	Durra	intron	5%	5825.26135	847
PI655974_PI655974	PI655974	Durra	upstream_2kb	5%	8818.90216	1318
PI655975_PI655975	PI655975	Durra	downstream_2kb	5%	5147.2747	763
PI655975_PI655975	PI655975	Durra	exon	5%	11610.02253	1629
PI655975_PI655975	PI655975	Durra	intergenic	5%	363215.06227	53878
PI655975_PI655975	PI655975	Durra	intron	5%	5987.81987	874
PI655975_PI655975	PI655975	Durra	upstream_2kb	5%	9392.45639	1400
PI655976_PI655976	PI655976	Durra	downstream_2kb	5%	4860.84773	720
PI655976_PI655976	PI655976	Durra	exon	5%	12100.27297	1696
PI655976_PI655976	PI655976	Durra	intergenic	5%	306334.25139	45206
PI655976_PI655976	PI655976	Durra	intron	5%	5609.13018	816
PI655976_PI655976	PI655976	Durra	upstream_2kb	5%	9540.55287	1426
PI655977_PI655977	PI655977	Bicolor	downstream_2kb	5%	4610.19244	693
PI655977_PI655977	PI655977	Bicolor	exon	5%	11292.46431	1590
PI655977_PI655977	PI655977	Bicolor	intergenic	5%	318390.37138	46725
PI655977_PI655977	PI655977	Bicolor	intron	5%	5027.08111	734
PI655977_PI655977	PI655977	Bicolor	upstream_2kb	5%	8392.66084	1252
PI655978_PI655978	PI655978	Caudatum	downstream_2kb	5%	5301.38933	793
PI655978_PI655978	PI655978	Caudatum	exon	5%	13328.78494	1878
PI655978_PI655978	PI655978	Caudatum	intergenic	5%	418041.67589	61901
PI655978_PI655978	PI655978	Caudatum	intron	5%	5778.53862	850
PI655978_PI655978	PI655978	Caudatum	upstream_2kb	5%	8984.67853	1334
PI655979_PI655979	PI655979	Caudatum	downstream_2kb	5%	4614.1053	693
PI655979_PI655979	PI655979	Caudatum	exon	5%	12342.61696	1731
PI655979_PI655979	PI655979	Caudatum	intergenic	5%	345954.80571	51460
PI655979_PI655979	PI655979	Caudatum	intron	5%	5343.60397	785
PI655979_PI655979	PI655979	Caudatum	upstream_2kb	5%	9045.32919	1345
PI655980_PI655980	PI655980	Guinea	downstream_2kb	5%	3828.83255	569
PI655980_PI655980	PI655980	Guinea	exon	5%	10625.95787	1502
PI655980_PI655980	PI655980	Guinea	intergenic	5%	289938.53816	42728
PI655980_PI655980	PI655980	Guinea	intron	5%	4645.40468	681
PI655980_PI655980	PI655980	Guinea	upstream_2kb	5%	7372.42225	1096
PI655981_PI655981	PI655981	Caudatum	downstream_2kb	5%	4941.49039	735
PI655981_PI655981	PI655981	Caudatum	exon	5%	12035.60812	1701
PI655981_PI655981	PI655981	Caudatum	intergenic	5%	344877.27215	51105
PI655981_PI655981	PI655981	Caudatum	intron	5%	5318.07426	774
PI655981_PI655981	PI655981	Caudatum	upstream_2kb	5%	8313.82436	1243
PI655982_PI655982	PI655982	Durra	downstream_2kb	5%	4561.87613	674
PI655982_PI655982	PI655982	Durra	exon	5%	11325.37279	1599
PI655982_PI655982	PI655982	Durra	intergenic	5%	265552.56922	39220
PI655982_PI655982	PI655982	Durra	intron	5%	5583.22928	816
PI655982_PI655982	PI655982	Durra	upstream_2kb	5%	8815.13443	1318
PI655983_PI655983	PI655983	Durra	downstream_2kb	5%	4918.7218	732
PI655983_PI655983	PI655983	Durra	exon	5%	11918.71055	1678
PI655983_PI655983	PI655983	Durra	intergenic	5%	303970.47106	44897
PI655983_PI655983	PI655983	Durra	intron	5%	5817.97282	849
PI655983_PI655983	PI655983	Durra	upstream_2kb	5%	9818.58521	1470
PI655984_PI655984	PI655984	Kafir	downstream_2kb	5%	5254.25031	773
PI655984_PI655984	PI655984	Kafir	exon	5%	11806.50646	1650
PI655984_PI655984	PI655984	Kafir	intergenic	5%	417924.92228	61658
PI655984_PI655984	PI655984	Kafir	intron	5%	5515.64362	804
PI655984_PI655984	PI655984	Kafir	upstream_2kb	5%	9391.64256	1398
PI655985_PI655985	PI655985	Durra	downstream_2kb	5%	5216.21868	767
PI655985_PI655985	PI655985	Durra	exon	5%	12780.04992	1790
PI655985_PI655985	PI655985	Durra	intergenic	5%	360877.69712	53246
PI655985_PI655985	PI655985	Durra	intron	5%	6181.21822	901
PI655985_PI655985	PI655985	Durra	upstream_2kb	5%	9399.72211	1400
PI655986_PI655986	PI655986	Guinea	downstream_2kb	5%	5245.50087	769
PI655986_PI655986	PI655986	Guinea	exon	5%	12419.89905	1738
PI655986_PI655986	PI655986	Guinea	intergenic	5%	360223.71586	53166
PI655986_PI655986	PI655986	Guinea	intron	5%	6085.13308	887
PI655986_PI655986	PI655986	Guinea	upstream_2kb	5%	9285.05827	1381
PI655987_PI655987	PI655987	Durra	downstream_2kb	5%	4868.67201	719
PI655987_PI655987	PI655987	Durra	exon	5%	11816.82762	1657
PI655987_PI655987	PI655987	Durra	intergenic	5%	297449.60796	43907
PI655987_PI655987	PI655987	Durra	intron	5%	5788.8356	843
PI655987_PI655987	PI655987	Durra	upstream_2kb	5%	8897.11427	1320
PI655988_PI655988	PI655988	Durra	downstream_2kb	5%	4876.7179	720
PI655988_PI655988	PI655988	Durra	exon	5%	11910.04986	1659
PI655988_PI655988	PI655988	Durra	intergenic	5%	314704.30877	46471
PI655988_PI655988	PI655988	Durra	intron	5%	5955.48384	869
PI655988_PI655988	PI655988	Durra	upstream_2kb	5%	8901.02628	1330
PI655989_PI655989	PI655989	Durra	downstream_2kb	5%	4767.52175	703
PI655989_PI655989	PI655989	Durra	exon	5%	11943.80428	1668
PI655989_PI655989	PI655989	Durra	intergenic	5%	294305.21344	43479
PI655989_PI655989	PI655989	Durra	intron	5%	5488.37418	801
PI655989_PI655989	PI655989	Durra	upstream_2kb	5%	8655.39144	1286
PI655990_PI655990	PI655990	Guinea	downstream_2kb	5%	6098.84611	899
PI655990_PI655990	PI655990	Guinea	exon	5%	12855.53611	1808
PI655990_PI655990	PI655990	Guinea	intergenic	5%	462036.91889	68344
PI655990_PI655990	PI655990	Guinea	intron	5%	6393.07782	930
PI655990_PI655990	PI655990	Guinea	upstream_2kb	5%	10016.4718	1489
PI655991_PI655991	PI655991	Durra	downstream_2kb	5%	5131.78343	754
PI655991_PI655991	PI655991	Durra	exon	5%	12116.23356	1698
PI655991_PI655991	PI655991	Durra	intergenic	5%	344212.27237	50821
PI655991_PI655991	PI655991	Durra	intron	5%	5877.773	854
PI655991_PI655991	PI655991	Durra	upstream_2kb	5%	8972.14401	1338
PI655992_PI655992	PI655992	Durra	downstream_2kb	5%	4732.85388	700
PI655992_PI655992	PI655992	Durra	exon	5%	11159.18338	1556
PI655992_PI655992	PI655992	Durra	intergenic	5%	301873.23044	44571
PI655992_PI655992	PI655992	Durra	intron	5%	5736.51458	834
PI655992_PI655992	PI655992	Durra	upstream_2kb	5%	8438.28957	1261
PI655993_PI655993	PI655993	Durra	downstream_2kb	5%	5100.61675	756
PI655993_PI655993	PI655993	Durra	exon	5%	11498.44906	1613
PI655993_PI655993	PI655993	Durra	intergenic	5%	355435.85503	52730
PI655993_PI655993	PI655993	Durra	intron	5%	5870.87467	857
PI655993_PI655993	PI655993	Durra	upstream_2kb	5%	9065.91639	1354
PI655994_PI655994	PI655994	Durra	downstream_2kb	5%	4926.26067	723
PI655994_PI655994	PI655994	Durra	exon	5%	11991.44364	1686
PI655994_PI655994	PI655994	Durra	intergenic	5%	329799.57898	48444
PI655994_PI655994	PI655994	Durra	intron	5%	5810.76886	843
PI655994_PI655994	PI655994	Durra	upstream_2kb	5%	9113.25375	1357
PI655995_PI655995	PI655995	Guinea	downstream_2kb	5%	4354.73097	649
PI655995_PI655995	PI655995	Guinea	exon	5%	10417.34748	1483
PI655995_PI655995	PI655995	Guinea	intergenic	5%	304310.38946	44819
PI655995_PI655995	PI655995	Guinea	intron	5%	4995.4327	727
PI655995_PI655995	PI655995	Guinea	upstream_2kb	5%	7442.83765	1111
PI655996_PI655996	PI655996	Caudatum	downstream_2kb	5%	5267.38741	785
PI655996_PI655996	PI655996	Caudatum	exon	5%	11802.56408	1660
PI655996_PI655996	PI655996	Caudatum	intergenic	5%	410291.11062	60733
PI655996_PI655996	PI655996	Caudatum	intron	5%	5799.73623	844
PI655996_PI655996	PI655996	Caudatum	upstream_2kb	5%	8842.15476	1322
PI655997_PI655997	PI655997	Guinea	downstream_2kb	5%	5529.66644	822
PI655997_PI655997	PI655997	Guinea	exon	5%	12253.41596	1710
PI655997_PI655997	PI655997	Guinea	intergenic	5%	440721.66711	65181
PI655997_PI655997	PI655997	Guinea	intron	5%	5770.66441	839
PI655997_PI655997	PI655997	Guinea	upstream_2kb	5%	9629.96303	1438
PI655998_PI655998	PI655998	Caudatum	downstream_2kb	5%	5150.24436	770
PI655998_PI655998	PI655998	Caudatum	exon	5%	12298.78627	1739
PI655998_PI655998	PI655998	Caudatum	intergenic	5%	320290.16605	47664
PI655998_PI655998	PI655998	Caudatum	intron	5%	5676.58475	836
PI655998_PI655998	PI655998	Caudatum	upstream_2kb	5%	9068.61741	1353
PI655999_PI655999	PI655999	Guinea	downstream_2kb	5%	3925.10498	581
PI655999_PI655999	PI655999	Guinea	exon	5%	11405.93189	1600
PI655999_PI655999	PI655999	Guinea	intergenic	5%	252629.31715	37160
PI655999_PI655999	PI655999	Guinea	intron	5%	4266.74869	627
PI655999_PI655999	PI655999	Guinea	upstream_2kb	5%	7319.89383	1101
PI656000_PI656000	PI656000	Bicolor	downstream_2kb	5%	4384.86927	652
PI656000_PI656000	PI656000	Bicolor	exon	5%	8981.18743	1274
PI656000_PI656000	PI656000	Bicolor	intergenic	5%	262892.24669	38849
PI656000_PI656000	PI656000	Bicolor	intron	5%	4930.33577	722
PI656000_PI656000	PI656000	Bicolor	upstream_2kb	5%	7711.73442	1152
PI656001_PI656001	PI656001	Bicolor	downstream_2kb	5%	4646.08274	691
PI656001_PI656001	PI656001	Bicolor	exon	5%	11005.67123	1544
PI656001_PI656001	PI656001	Bicolor	intergenic	5%	259453.33447	38278
PI656001_PI656001	PI656001	Bicolor	intron	5%	4845.82441	703
PI656001_PI656001	PI656001	Bicolor	upstream_2kb	5%	8088.91181	1207
PI656002_PI656002	PI656002	Durra	downstream_2kb	5%	4716.89132	698
PI656002_PI656002	PI656002	Durra	exon	5%	11949.76944	1668
PI656002_PI656002	PI656002	Durra	intergenic	5%	300759.9571	44396
PI656002_PI656002	PI656002	Durra	intron	5%	5530.96321	807
PI656002_PI656002	PI656002	Durra	upstream_2kb	5%	8788.83289	1313
PI656003_PI656003	PI656003	Durra	downstream_2kb	5%	5226.85881	775
PI656003_PI656003	PI656003	Durra	exon	5%	12674.79334	1783
PI656003_PI656003	PI656003	Durra	intergenic	5%	356472.13474	52441
PI656003_PI656003	PI656003	Durra	intron	5%	6194.03633	901
PI656003_PI656003	PI656003	Durra	upstream_2kb	5%	9337.7279	1398
PI656004_PI656004	PI656004	Caudatum	downstream_2kb	5%	5198.71114	779
PI656004_PI656004	PI656004	Caudatum	exon	5%	11707.21024	1653
PI656004_PI656004	PI656004	Caudatum	intergenic	5%	435970.10466	64623
PI656004_PI656004	PI656004	Caudatum	intron	5%	5878.60642	862
